regering,O
dit,O
voorjaar,O
werk,O
maken,O
van,O
een,O
nieuwe,O
erfbelasting,O
.,O

Die,O
kan,O
vandaag,O
oplopen,O
tot,O
65,O
procent,O
van,O
de,O
waarde,O
van,O
de,O
totale,O
erfenis,O
.,O

Dat,O
kan,O
niet,O
langer,O
",",O
vindt,O
de,O
Vlaamse,B-LOC
regering,O
.,O

Om,O
een,O
verlaging,O
van,O
bepaalde,O
tarieven,O
door,O
te,O
voeren,O
heeft,O
Vlaams,B-LOC
minister,O
van,O
Financiën,B-MISC
Bart,B-PER
Tommelein,I-PER
(,O
Open,B-LOC
Vld,I-LOC
),O
alvast,O
een,O
budget,O
van,O
130,O
miljoen,O
euro,O
gekregen,O
.,O

Over,O
de,O
te,O
nemen,O
maatregelen,O
is,O
er,O
nog,O
heel,O
wat,O
discussie,O
.,O

Experts,O
waarschuwen,O
voor,O
vals,O
veiligheidsgevoel,O
:,O
Verbied,O
verklikkers,O
voor,O
wiegendood,O

De,O
ademhalingsmonitor,O
of,O
hartslagmeter,O
voor,O
de,O
baby,O
.,O

Ouders,O
zetten,O
ze,O
­tegenwoordig,O
haast,O
standaard,O
op,O
hun,O
geboortelijst,O
",",O
uit,O
vrees,O
voor,O
een,O
mogelijke,O
wiegendood,O
.,O

Maar,O
die,O
technologie,O
creëert,O
een,O
vals,O
gevoel,O
van,O
veiligheid,O
",",O
waarschuwen,O
experten,O
.,O

Daarom,O
pleiten,O
ze,O
voor,O
een,O
verbod,O
op,O
de,O
commerciële,O
verkoop,O
ervan,O
.,O

Explosies,O
op,O
militaire,O
luchthaven,O
nabij,O
Damascus,B-LOC

Op,O
een,O
militaire,O
luchthaven,O
in,O
de,O
buurt,O
van,O
de,O
Syrische,B-LOC
hoofdstad,O
Damascus,B-LOC
hebben,O
zich,O
in,O
de,O
nacht,O
van,O
zaterdag,O
op,O
zondag,O
hevige,O
explosies,O
voorgedaan,O
.,O

Het,O
Syrische,B-LOC
observatorium,O
voor,O
de,O
mensenrechten,O
zegt,O
dat,O
het,O
waarschijnlijk,O
om,O
een,O
Israëlische,B-LOC
raketaanval,O
gaat,O
.,O

Volgens,O
het,O
Syrische,B-LOC
staatspersagentschap,O
Sana,B-PER
veroorzaakte,O
een,O
kortsluiting,O
in,O
een,O
opslagplaats,O
voor,O
munitie,O
mogelijk,O
de,O
ontploffingen,O
.,O

Familie,O
uit,O
Sint-Niklaas,B-LOC
gevangen,O
in,O
Syrië,B-LOC
:,O
gerecht,O
stelt,O
zich,O
vragen,O
bij,O
verhaal,O

Een,O
25-jarige,O
vrouw,O
uit,O
Sint-Niklaas,B-LOC
die,O
zich,O
in,O
2014,O
aansloot,O
bij,O
IS,O
",",O
is,O
in,O
het,O
noorden,O
van,O
Syrië,B-LOC
samen,O
met,O
haar,O
twee,O
kleine,O
kinderen,O
gevangen,O
­genomen,O
.,O

Maar,O
opmerkelijk,O
:,O
ook,O
haar,O
41-jarige,O
moeder,O
zit,O
bij,O
haar,O
in,O
het,O
kamp,O
.,O

De,O
moeder,O
beweert,O
dat,O
ze,O
haar,O
dochter,O
twee,O
jaar,O
geleden,O
wilde,O
redden,O
",",O
net,O
zoals,O
Dimitri,B-PER
Bontinck,I-PER
",",O
maar,O
door,O
IS,O
gevangen,O
werd,O
gezet,O
.,O

',O
Politieke,O
sabotage,O
',O
in,O
Irak,B-LOC
?,O

Grootste,O
fracties,O
parlement,O
eisen,O
ontslag,O
premier,O

De,O
twee,O
lijsten,O
die,O
in,O
Irak,B-LOC
als,O
koplopers,O
uit,O
de,O
parlementsverkiezingen,O
van,O
mei,O
kwamen,O
",",O
eisen,O
het,O
ontslag,O
van,O
de,O
Iraakse,B-LOC
premier,O
.,O

Als,O
reden,O
geven,O
ze,O
het,O
falen,O
van,O
de,O
regering,O
om,O
de,O
crisis,O
in,O
Basra,B-LOC
op,O
te,O
lossen,O
op,O
.,O

Premier,O
Haider,B-PER
al-Abadi,I-PER
spreekt,O
op,O
zijn,O
beurt,O
van,O
',O
politieke,O
sabotage,O
',O
bij,O
de,O
crisis,O
in,O
Basra,B-LOC
.,O

Moordenaar,O
James,B-PER
Bulger,I-PER
weer,O
opgepakt,O

In,O
Engeland,B-LOC
is,O
Jon,B-PER
Venables,I-PER
",",O
één,O
van,O
de,O
moordenaars,O
van,O
James,B-PER
Bulger,I-PER
",",O
opnieuw,O
in,O
de,O
gevangenis,O
opgesloten,O
.,O

James,B-PER
Bulger,I-PER
was,O
de,O
kleuter,O
van,O
twee,O
die,O
in,O
1993,O
werd,O
ontvoerd,O
",",O
gemarteld,O
en,O
gedood,O
door,O
twee,O
jongens,O
van,O
tien,O
jaar,O
",",O
onder,O
wie,O
dus,O
die,O
Jon,B-PER
Venables,I-PER
.,O

Hij,O
was,O
intussen,O
vrij,O
maar,O
moet,O
nu,O
opnieuw,O
de,O
cel,O
in,O
omdat,O
op,O
zijn,O
computer,O
kinderporno,O
is,O
gevonden,O
.,O

In,O
Griekse,B-LOC
crisis,O
was,O
Van,B-PER
Overtveldt,I-PER
meeloper,O
van,O
Eurogroep,B-ORG

Jullie,O
minister,O
van,O
Financiën,B-MISC
was,O
één,O
van,O
de,O
grijze,O
heren,O
die,O
met,O
alles,O
instemde,O
.,O

Het,O
was,O
zoals,O
in,O
het,O
Politbureau,B-MISC
van,O
de,O
Sovjet-Unie,B-LOC
.,O

Ook,O
daar,O
zaten,O
alleen,O
maar,O
grijze,O
mensen,O
die,O
alles,O
goedkeurden,O
wat,O
de,O
leiding,O
zei,O
.,O

Jullie,O
minister,O
ging,O
op,O
in,O
de,O
grijsheid,O
van,O
de,O
eurogroep,O
.,O

Dat,O
zegt,O
Yanis,B-PER
Varoufakis,I-PER
in,O
een,O
interview,O
met,O
de,O
VRT,B-ORG
",",O
doelend,O
op,O
minister,O
Johan,B-PER
Van,I-PER
Overtveldt,I-PER
(,O
N-VA,B-ORG
),O
.,O

Zware,O
truck,O
ontploft,O
op,O
druk,O
kruispunt,O
bij,O
zelfmoordaanslag,O
in,O
Mogadishu,B-LOC
:,O
zeker,O
276,O
doden,O

Zwaarste,O
(,O
dubbele,O
),O
aanslag,O
ooit,O
in,O
Somalië,B-LOC

De,O
zware,O
bomaanslag,O
die,O
zaterdag,O
plaatsvond,O
in,O
de,O
Somalische,B-LOC
hoofdstad,O
Mogadishu,B-LOC
heeft,O
al,O
zeker,O
276,O
mensenlevens,O
geëist,O
.,O

Er,O
vielen,O
ook,O
meer,O
dan,O
200,O
gewonden,O
.,O

Dat,O
meldt,O
het,O
Amerikaanse,B-LOC
persbureau,O
Associated,B-PRO
Press,I-PRO
(,O
AP,B-LOC
),O
",",O
op,O
basis,O
van,O
bronnen,O
bij,O
de,O
Somalische,B-LOC
politie,O
en,O
de,O
hulpdiensten,O
.,O

Een,O
rijke,O
gokker,O
waar,O
je,O
nooit,O
problemen,O
mee,O
had,O
:,O
dit,O
weten,O
we,O
over,O
Stephen,B-PER
Paddock,I-PER
",",O
de,O
atypische,O
schutter,O
van,O
Las,B-PER
Vegas,I-PER

Een,O
scène,O
uit,O
een,O
oorlogsfilm,O
",",O
zo,O
omschrijven,O
getuigen,O
de,O
schietpartij,O
in,O
Las,B-LOC
Vegas,I-LOC
.,O

Maar,O
dan,O
wel,O
eentje,O
met,O
een,O
atypische,O
dader,O
.,O

Want,O
Stephen,B-PER
Paddock,I-PER
beantwoordt,O
niet,O
meteen,O
aan,O
het,O
profiel,O
dat,O
je,O
verwacht,O
van,O
iemand,O
die,O
aanslagen,O
pleegt,O
die,O
opgeëist,O
worden,O
door,O
ISIS,B-ORG
.,O

De,O
man,O
was,O
een,O
gepensioneerde,O
miljonair,O
die,O
hield,O
van,O
gokken,O
",",O
aldus,O
zijn,O
broer,O
.,O

Wat,O
zijn,O
motief,O
was,O
",",O
blijft,O
wellicht,O
een,O
vraagteken,O
.,O

België,B-LOC
neemt,O
deel,O
aan,O
geheime,O
Amerikaanse,B-LOC
militaire,O
operatie,O
tegen,O
IS,O

De,O
Belgische,B-LOC
militairen,O
die,O
deelnemen,O
aan,O
de,O
internationale,O
strijd,O
tegen,O
IS,O
",",O
hebben,O
als,O
taak,O
om,O
informatie,O
te,O
verzamelen,O
om,O
de,O
veiligheid,O
in,O
België,B-LOC
te,O
garanderen,O
.,O

Zo,O
reageert,O
minister,O
van,O
Defensie,B-MISC
Steven,B-PER
Vandeput,I-PER
donderdag,O
op,O
Radio,B-ORG
1,I-ORG
op,O
het,O
nieuws,O
dat,O
ons,O
land,O
deelneemt,O
aan,O
een,O
geheime,O
Amerikaanse,B-LOC
militaire,O
operatie,O
tegen,O
IS,O
.,O

Chinese,B-LOC
president,O
opent,O
negentiende,O
partijcongres,O

De,O
Chinese,B-LOC
president,O
Xi,B-PER
Jinping,I-PER
heeft,O
woensdag,O
het,O
19de,O
nationale,O
congres,O
van,O
de,O
Communistische,B-ORG
Partij,I-ORG
geopend,O
met,O
een,O
toespraak,O
.,O

Daarin,O
blikte,O
hij,O
terug,O
op,O
zijn,O
eerste,O
vijf,O
jaar,O
als,O
staatshoofd,O
",",O
maar,O
hamerde,O
hij,O
ook,O
op,O
toekomstige,O
uitdagingen,O
.,O

Zo,O
moet,O
de,O
ondermijning,O
van,O
de,O
partij,O
vermeden,O
worden,O
en,O
moeten,O
onevenwichtigheden,O
in,O
de,O
Chinese,B-LOC
economie,O
worden,O
opgelost,O
.,O

Democraten,O
starten,O
afzettingsprocedure,O
tegen,O
Donald,B-PER
Trump,I-PER

Een,O
half,O
dozijn,O
Democratische,B-MISC
Congresleden,I-MISC
heeft,O
woensdag,O
in,O
het,O
Huis,B-ORG
van,I-ORG
Afgevaardigden,I-ORG
een,O
impeachment-procedure,O
tegen,O
de,O
Republikeinse,B-MISC
president,O
Donald,B-PER
Trump,I-PER
ingeleid,O
",",O
zo,O
hebben,O
meerdere,O
Amerikaanse,B-LOC
media,O
gemeld,O
.,O

Berlusconi,B-PER
spreekt,O
straffe,O
taal,O
:,O
Alle,O
irreguliere,O
immigranten,O
in,O
Italië,B-LOC
zijn,O
misdadigers,O

Migranten,O
zonder,O
papieren,O
die,O
de,O
voorbije,O
jaren,O
in,O
Italië,B-LOC
zijn,O
aangekomen,O
",",O
zijn,O
allen,O
misdadigers,O
",",O
want,O
zij,O
kunnen,O
onmogelijk,O
een,O
reguliere,O
job,O
bemachtigen,O
.,O

Dat,O
heeft,O
oud-premier,O
Silvio,B-PER
Berlusconi,I-PER
gesuggereerd,O
in,O
een,O
maandag,O
afgedrukt,O
interview,O
met,O
de,O
krant,O
Il,B-PRO
Foglio,I-PRO
.,O

De,O
stoere,O
uitspraak,O
van,O
Il,B-PER
Cavaliere,I-PER
houdt,O
allicht,O
verband,O
met,O
de,O
verkiezingen,O
in,O
maart,O
in,O
Italië,B-LOC
.,O

',O
Reken,O
groene-energiesubsidies,O
transparanter,O
en,O
eerlijker,O
door,O
',O

Gezinnen,O
betalen,O
per,O
megawattuur,O
veel,O
meer,O
dan,O
bedrijven,O
om,O
de,O
subsidiëring,O
van,O
groene,O
stroom,O
en,O
energiebesparende,O
maatregelen,O
te,O
bekostigen,O
.,O

Twee,O
Belgische,B-LOC
kinderen,O
vermist,O
tussen,O
jihadisten,O
in,O
Syrië,B-LOC

Twee,O
Belgische,B-LOC
kinderen,O
van,O
9,O
en,O
12,O
jaar,O
leven,O
als,O
wezen,O
tussen,O
de,O
jihadisten,O
in,O
Syrië,B-LOC
.,O

Hun,O
ouders,O
sleurden,O
hen,O
drie,O
jaar,O
geleden,O
mee,O
naar,O
het,O
oorlogsgebied,O
",",O
maar,O
die,O
zijn,O
beiden,O
gesneuveld,O
ondertussen,O
.,O

Het,O
ziet,O
er,O
niet,O
naar,O
uit,O
dat,O
de,O
jongen,O
en,O
het,O
meisje,O
snel,O
gerepatrieerd,O
worden,O
.,O

Madrid,B-LOC
kiest,O
voor,O
ramkoers,O

De,O
Catalaanse,B-LOC
minister-president,O
vraagt,O
internationale,O
bemiddeling,O
",",O
de,O
regering-Rajoy,B-MISC
dreigt,O
ermee,O
alle,O
regionale,O
bevoegdheden,O
over,O
te,O
nemen,O
.,O

Trump,O
verbindt,O
lot,O
van,O
',O
Dreamers,B-MISC
',O
aan,O
muur,O

De,O
Amerikaanse,B-LOC
president,O
Donald,B-PER
Trump,I-PER
heeft,O
alle,O
akkoorden,O
omtrent,O
jonge,O
illegale,O
migranten,O
in,O
de,O
VS,B-LOC
gelinkt,O
aan,O
geld,O
voor,O
de,O
bouw,O
van,O
de,O
muur,O
tussen,O
de,O
VS,B-LOC
en,O
Mexico,B-LOC
.,O

Kerncentrales,O
sluiten,O
in,O
2025,O
",",O
of,O
niet,O
?,O

XG,B-PER
Ja,I-PER
",",O
en,O
in,O
het,O
Vlaams,B-LOC
parlement,O
is,O
vanmiddag,O
stevig,O
gedebatteerd,O
over,O
de,O
kerncentrales,O
.,O

Zo,O
wil,O
N-VA,B-ORG
bijvoorbeeld,O
twee,O
kernreactoren,O
open,O
houden,O
.,O

Vlaams,B-LOC
minister,O
van,O
Energie,B-MISC
Bart,B-PER
Tommelein,I-PER
daarentegen,O
wil,O
vasthouden,O
aan,O
de,O
kernuitstap,O
.,O

Hij,O
verwijst,O
daarvoor,O
naar,O
het,O
Vlaams,B-LOC
regeerakkoord,O
",",O
dat,O
zijn,O
partij,O
Open,B-PER
Vld,I-PER
heeft,O
gesloten,O
met,O
N-VA,B-ORG
en,O
CD,B-MISC
&,I-MISC
V.,I-MISC

Monsanto,B-LOC
moet,O
(,O
misschien,O
),O
boeten,O
voor,O
Agent,B-MISC
Orange,I-MISC

Tot,O
vandaag,O
lijden,O
Vietnamezen,B-LOC
aan,O
neurologische,O
ziekten,O
door,O
Agent,B-MISC
Orange,I-MISC
",",O
het,O
ontbladeringsmiddel,O
dat,O
in,O
de,O
Vietnamoorlog,B-EVE
werd,O
ingezet,O
.,O

De,O
overheid,O
vraagt,O
compensatie,O
.,O

Trump,B-PER
:,O
',O
Belastinghervorming,O
is,O
mirakel,O
voor,O
de,O
middenklasse,O
',O

Amerikaans,B-LOC
president,O
Donald,B-PER
Trump,I-PER
heeft,O
woensdag,O
tijdens,O
een,O
toespraak,O
in,O
de,O
Amerikaanse,B-LOC
staat,O
Louisiana,B-LOC
zijn,O
geplande,O
",",O
ingrijpende,O
belastinghervorming,O
uit,O
de,O
doeken,O
gedaan,O
.,O

De,O
',O
historische,O
belastingverlaging,O
',O
wordt,O
',O
een,O
mirakel,O
voor,O
de,O
middenklasse,O
',O
",",O
terwijl,O
jobs,O
het,O
land,O
zullen,O
',O
overspoelen,O
',O
",",O
luidde,O
het,O
.,O

Amerikaans,B-LOC
minister,O
van,O
Buitenlandse,B-MISC
Zaken,I-MISC
waarschuwt,O
voor,O
de,O
terugkeer,O
van,O
ISIS,B-ORG

De,O
Amerikaanse,B-LOC
minister,O
van,O
Buitenlandse,B-MISC
Zaken,I-MISC
Rex,B-PER
Tillerson,I-PER
heeft,O
dinsdag,O
in,O
Koeweit,B-LOC
",",O
waar,O
buitenlandministers,O
van,O
de,O
anti-ISIS-coalitie,B-MISC
verzamelen,O
bliezen,O
",",O
gewaarschuwd,O
voor,O
een,O
terugkeer,O
van,O
de,O
terreurorganisatie,O
in,O
Syrië,B-LOC
en,O
Irak,B-LOC
.,O

ISIS,O
is,O
in,O
beide,O
landen,O
nagenoeg,O
verslagen,O
.,O

Maar,O
de,O
VS,B-LOC
lieten,O
onlangs,O
weten,O
dat,O
zij,O
militair,O
in,O
Syrië,B-LOC
aanwezig,O
willen,O
blijven,O
",",O
ook,O
al,O
zou,O
ISIS,B-PER
volledig,O
verslagen,O
zijn,O
.,O

EU,B-LOC
:,O
',O
Geen,O
nood,O
aan,O
heronderhandeling,O
atoomakkoord,O
',O

Het,O
atoomakkoord,O
met,O
Iran,B-LOC
is,O
opnieuw,O
een,O
hot,O
item,O
op,O
het,O
hoogste,O
internationale,O
niveau,O
nu,O
de,O
Verenigde,B-LOC
Staten,I-LOC
hebben,O
laten,O
uitschijnen,O
dat,O
een,O
uitstap,O
uit,O
het,O
akkoord,O
niet,O
ondenkbaar,O
is,O
.,O

Federica,B-PER
Mogherini,I-PER
",",O
de,O
Europese,B-LOC
hoge,O
vertegenwoordiger,O
voor,O
Buitenlandse,B-MISC
Zaken,I-MISC
en,I-MISC
Veiligheidsbeleid,I-MISC
",",O
liet,O
woensdag,O
namens,O
de,O
EU,B-LOC
verstaan,O
dat,O
er,O
van,O
een,O
heronderhandeling,O
geen,O
sprake,O
kan,O
zijn,O
.,O

Palestijns,B-LOC
meisje,O
(,O
16,O
),O
langer,O
in,O
Israëlische,B-LOC
gevangenis,O
wegens,O
',O
mogelijk,O
gevaarlijk,O
',O

De,O
16-jarige,O
Palestijnse,B-LOC
Ahed,B-PER
Tamimi,I-PER
",",O
die,O
bekendheid,O
verwierf,O
door,O
twee,O
Israëlische,B-LOC
soldaten,O
te,O
slaan,O
",",O
moet,O
vier,O
dagen,O
langer,O
in,O
de,O
gevangenis,O
blijven,O
.,O

Ze,O
',O
belemmert,O
mogelijk,O
het,O
onderzoek,O
',O
",",O
klinkt,O
het,O
",",O
of,O
betekent,O
zelfs,O
',O
een,O
gevaar,O
voor,O
de,O
soldaten,O
',O
.,O

VS,B-LOC
en,O
Mexico,B-LOC
zetten,O
deur,O
open,O
voor,O
nieuw,O
Nafta-akkoord,B-MISC

De,O
Verenigde,B-LOC
Staten,I-LOC
en,O
Mexico,B-LOC
hebben,O
een,O
doorbraak,O
bereikt,O
in,O
hun,O
onderhandelingen,O
over,O
de,O
toekomst,O
van,O
het,O
Noord-Amerikaanse,B-LOC
handelsverdrag,O
NAFTA,B-ORG
.,O

Dat,O
heeft,O
de,O
Amerikaanse,B-LOC
president,O
Donald,B-PER
Trump,I-PER
gemeld,O
in,O
een,O
toespraak,O
.,O

Ze,O
moeten,O
dit,O
wel,O
nog,O
aftoetsen,O
met,O
de,O
derde,O
partner,O
in,O
het,O
akkoord,O
",",O
Canada,B-LOC
.,O

Gecrashte,O
F1-bolide,B-MISC
vliegt,O
in,O
brand,O
in,O
Frankrijk,B-LOC
",",O
Hamilton,B-PER
snelste,O

Lewis,B-PER
Hamilton,I-PER
heeft,O
tijdens,O
de,O
eerste,O
oefensessie,O
voor,O
de,O
GP,B-MISC
van,O
Frankrijk,B-LOC
de,O
snelste,O
tijd,O
gereden,O
.,O

Het,O
beeld,O
van,O
de,O
eerste,O
oefensessie,O
was,O
echter,O
de,O
F1-bolide,B-MISC
van,O
de,O
gecrashte,O
Marcus,B-PER
Ericsson,I-PER
die,O
in,O
brand,O
vloog,O
.,O

Trio,B-PER
opgepakt,O
in,O
Belgisch-Nederlands,B-LOC
onderzoek,O
naar,O
autokraken,O
in,O
Mechelen,B-LOC

De,O
Nederlandse,B-LOC
politie,O
heeft,O
dinsdag,O
twee,O
mannen,O
en,O
een,O
vrouw,O
opgepakt,O
in,O
verband,O
met,O
een,O
onderzoek,O
van,O
de,O
Belgische,B-LOC
politie,O
waarbij,O
de,O
recherche,O
van,O
's-Hertogenbosch,B-MISC
nauw,O
betrokken,O
is,O
.,O

Komt,O
die,O
Brexit,B-PER
er,O
eigenlijk,O
nog,O
?,O

De,O
Brexit-klok,B-MISC
tikt,O
ongenadig,O
.,O

Op,O
29,O
maart,O
2019,O
moet,O
de,O
Britten,B-LOC
de,O
EU,B-LOC
verlaten,O
.,O

Maar,O
de,O
27,O
lidstaten,O
kunnen,O
de,O
Britten,B-LOC
ook,O
aan,O
boord,O
houden,O
.,O

Familiebedrijf,O
bijna,O
klaar,O
met,O
uitbreiding,O
gebouwen,O

De,O
expansie,O
die,O
het,O
Duffelse,B-LOC
familiebedrijf,O
Antilope,B-PER
De,I-PER
Bie,I-PER
Printing,I-PER
het,O
afgelopen,O
jaar,O
kende,O
",",O
vertaalt,O
zich,O
dit,O
voorjaar,O
in,O
een,O
uitbreiding,O
van,O
de,O
bestaande,O
infrastructuur,O
.,O

Uiterlijk,O
begin,O
maart,O
verhuizen,O
een,O
50-tal,O
werknemers,O
van,O
Lier,B-LOC
en,O
Hoboken,B-LOC
naar,O
Duffel,B-LOC
.,O

Alternatief,O
voor,O
Turteltaks,B-LOC
zorgt,O
voor,O
spanning,O
binnen,O
Vlaamse,B-LOC
regering,O

Brussel,B-LOC

Tegen,O
de,O
septemberverklaring,O
van,O
maandag,O
hoopt,O
de,O
Vlaamse,B-LOC
regering,O
een,O
alternatief,O
te,O
kunnen,O
voorstellen,O
voor,O
de,O
Turteltaks,B-LOC
.,O

Maar,O
of,O
het,O
de,O
10,O
euro,O
per,O
jaar,O
wordt,O
die,O
energieminister,O
Bart,B-PER
Tommelein,I-PER
(,O
Open,B-ORG
Vld,I-ORG
),O
voorstelde,O
",",O
is,O
nog,O
maar,O
zeer,O
de,O
vraag,O
.,O

Coalitiepartners,O
N-VA,B-ORG
en,O
CD,B-MISC
&,O
V,O
vrezen,O
dat,O
er,O
meer,O
geld,O
nodig,O
is,O
.,O

Voormalig,O
VN-secretaris-generaal,B-MISC
Kofi,B-PER
Annan,I-PER
overleden,O

De,O
voormalige,O
secretaris-generaal,O
van,O
de,O
Verenigde,B-ORG
Naties,I-ORG
Kofi,I-ORG
Annan,I-ORG
is,O
zaterdag,O
op,O
80-jarige,O
leeftijd,O
overleden,O
in,O
zijn,O
woning,O
in,O
Zwitserland,B-LOC
",",O
na,O
een,O
kort,O
ziekbed,O
.,O

Dat,O
hebben,O
zijn,O
familie,O
en,O
organisatie,O
laten,O
weten,O
op,O
Twitter,B-LOC
.,O

Regeringspartij,O
wint,O
gouverneursverkiezingen,O
Venezuela,B-LOC

De,O
Venezolaanse,B-LOC
president,O
Nicolas,B-PER
Maduro,I-PER
heeft,O
zondag,O
zijn,O
slag,O
thuisgehaald,O
bij,O
de,O
regionale,O
verkiezingen,O
.,O

Zijn,O
partij,O
sleepte,O
de,O
gouverneurszetel,O
in,O
de,O
wacht,O
in,O
17,O
van,O
de,O
23,O
deelstaten,O
",",O
zo,O
heeft,O
de,O
nationale,O
kiescommissie,O
CNE,B-ORG
bekendgemaakt,O
.,O

De,O
oppositie,O
klaagt,O
onregelmatigheden,O
aan,O
.,O

Nu,O
al,O
strijd,O
om,O
sjerp,O

Een,O
jaar,O
voor,O
de,O
verkiezingen,O
is,O
de,O
spanning,O
tussen,O
kandidaat-burgemeesters,O
Johan,B-PER
Vande,I-PER
Lanotte,I-PER
(,O
SP.A,B-ORG
),O
",",O
Bart,B-PER
Tommelein,I-PER
(,O
Open,B-ORG
VLD,I-ORG
),O
en,O
Björn,B-PER
Anseeuw,I-PER
(,O
N-VA,B-ORG
),O
al,O
voelbaar,O
.,O

De,O
burgemeesterstrijd,O
barstte,O
maandagavond,O
los,O
tijdens,O
een,O
kopstukkendebat,O
van,O
Perskring,B-ORG
Oostende,I-ORG
.,O

Trump,O
en,O
Kim,B-PER
ondertekenen,O
akkoord,O
:,O
wat,O
staat,O
erin,O
?,O

De,O
